name,phone,address,city,state,zip_code,email,website,category,license_number,license_type,license_expiry,types_of_work,bbb_rating,google_rating,review_count,bbb_profile_url,source,is_new_to_db
Patriot Plumbing & Heating,(907) 414-2677,7362 W Parks Hwy Ste 454,Wasilla,AK,99623,,,"Plumber, Air Conditioning Contractors, Heating Contractors",,,,,,,,https://www.bbb.org/us/ak/wasilla/profile/plumber/patriot-plumbing-heating-1296-1000048222,BBB,yes
Peninsula Plumbing & Heating,907-262-5879,"35581 Kenai Spur Highway Soldotna, AK  99669",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Peterbuilt Construction,(907) 715-7488,PO Box 877588,Wasilla,AK,99687,,,"General Contractor, Construction Services, Home Builders",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/general-contractor/peterbuilt-construction-1296-22725462,BBB,yes
PINNACLE MECHANICAL,907-336-4328,"5821 Arctic Blvd, Unit D ANCHORAGE, AK  99518",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Plug Buster,(907) 373-7584,1901 N Cottonwood Loop,Wasilla,AK,99654,,,Air Conditioning Contractors,,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/air-conditioning-contractor/plug-buster-1296-22066664,BBB,yes
Plumbing &HeatingDoctor Inc,(907) 232-8306,1150 S Colony Way Ste 3,Palmer,AK,99645,,,"Plumber, Heating Contractors",,,,,,,,https://www.bbb.org/us/ak/palmer/profile/plumber/plumbing-heating-doctor-inc-1296-22684591,BBB,yes
PO Box 210506,,,Auke Bay,AK,99821,,,Electrical Contractor,"Lic#214990, UCW",Electrical,,,,,,,Alaska NECA,yes
PO Box 5620,,,Ketchikan,AK,99901,,,Electrical Contractor,,Electrical,,,,,,,Alaska NECA,yes
PO Box 70668,,,Fairbanks,AK,99707,,,Electrical Contractor,Lic#2190492 UWC,Electrical,,,,,,,Alaska NECA,yes
PO Box 84772,907-452-1771,907-452-1771,Fairbanks,AK,99708,,,Electrical Contractor,,Electrical,,,,,,,Alaska NECA,yes
PO Box 876476,,,Wasilla,AK,99687,,,Electrical Contractor,"Lic#1064063 OC, IC",Electrical,,,,,,,Alaska NECA,yes
Programs,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/programs/,Anchorage Chamber of Commerce — General Contractors,yes
"Prospector Plumbing & HVAC WP, LLC",907-322-5763,"1712 N. Williwaw Way, Unit 1 Wasilla, AK  99654",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
R & S Plumbing,(907) 694-6646,11723 Old Glenn Hwy Ste 107,Eagle River,AK,99577,,,"Plumber, Heating and Air Conditioning, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/eagle-river/profile/plumber/r-s-plumbing-1296-10098,BBB,yes
R & S Plumbing &HeatingInc,(907) 694-6646,11723 Old Glenn Hwy Ste 107,Eagle River,AK,99577,,,"Plumber, Heating and Air Conditioning, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/eagle-river/profile/plumber/r-s-plumbing-1296-10098,BBB,yes
Refer a New Member,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/refer-a-potential-member/,Anchorage Chamber of Commerce — General Contractors,yes
Refrigeration Unlimited Inc.,,"5102 20th Street East, STE 102 Fife, WA  98424",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Regional Plumbing &Heating,(907) 232-5301,PO Box 520912,Big Lake,AK,99652,,,"Plumber, Heating Contractors, Plumbing Renovation",,,,,A+,,,https://www.bbb.org/us/ak/big-lake/profile/plumber/regional-plumbing-heating-1296-22949390,BBB,yes
Rent Our Board Room,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/rent-our-boardroom/,Anchorage Chamber of Commerce — General Contractors,yes
Residential Plumbing & Heating,(907) 376-8484,PO Box 871905,Wasilla,AK,99687,,,"Plumber, Heating and Air Conditioning, Drainage Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/plumber/residential-plumbing-heating-1296-22038995,BBB,yes
RFPs,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/rfp/,Anchorage Chamber of Commerce — General Contractors,yes
Ribbon Cutting Ceremony,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/ribbon-cutting-ceremony/,Anchorage Chamber of Commerce — General Contractors,yes
RNR ConstructionAK LLC,(907) 795-9131,401 N Main St # 5382,Wasilla,AK,99687,,,"Remodeling, Roofing Contractors, General Contractor",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/remodeling/rnr-constructionak-llc-1296-1000086513,BBB,yes
Robinson Brothers Construction Inc,,"6150 NE 137th Ave (Lic#908238, UL, OC,",Vancouver,WA,98682,,,Electrical Contractor,,Electrical,,,,,,,Alaska NECA,yes
Roger's Plumbing andHeating,(907) 746-2720,2295 S Old Timber Cir,Palmer,AK,99645,,,"Plumber, Heating Contractors",,,,,,,,https://www.bbb.org/us/ak/palmer/profile/plumber/rogers-plumbing-and-heating-1296-22726670,BBB,yes
Ron'sMechanicalService,(907) 373-7667,PO Box 874036,Wasilla,AK,99687,,,Mechanical Contractors,,,,,,,,https://www.bbb.org/us/ak/wasilla/profile/mechanical-contractors/rons-mechanical-service-1296-22018878,BBB,yes
S & K Services,(907) 841-1976,6831 W Sourdough Dr,Wasilla,AK,99623,,,Heating Contractors,,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/heating-contractors/s-k-services-1296-1000033394,BBB,yes
SCHMOLCK MECHANICAL (4600),907-225-6648,"949 Stedman Street Ketchikan, AK  99901",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
"Service 1 HVAC, LLC",907-947-9609,"PO Box 110677 Anchorage, AK  99511",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Star Electric Inc,,1785 Donald Avenue,Fairbanks,AK,99701,,,Electrical Contractor,,Electrical,,,,,,,Alaska NECA,yes
Statewide Mechanical,(907) 688-0187,PO Box 671910,Chugiak,AK,99567,,,Heating Contractors,,,,,A+,,,https://www.bbb.org/us/ak/chugiak/profile/heating-contractors/statewide-mechanical-1296-13681,BBB,yes
Strategic Plan,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/report-to-membership/,Anchorage Chamber of Commerce — General Contractors,yes
Strategic Plumbing andHeatingLLC,(907) 545-2418,PO Box 879761,Wasilla,AK,99687,,,"Plumber, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/plumber/strategic-plumbing-and-heating-llc-1296-22691639,BBB,yes
Submit an Event,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/events/public-submission,Anchorage Chamber of Commerce — General Contractors,yes
Sunstone Electric LLC,(907) 707-1074,1151 N Shenandoah Dr,Palmer,AK,99645,,,"Electrical Contractors, Electrician, Solar Energy Contractors",,,,,A+,,,https://www.bbb.org/us/ak/palmer/profile/electrical-contractors/sunstone-electric-llc-1296-1000126598,BBB,yes
Superior Plumbing & Heating,907-349-6572,"8861 Elim Street Anchorage, AK  99507",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
The Chamber,,,Anchorage,AK,,,,General Contractor,,,,,,,,http://www.anchoragechamber.org,Anchorage Chamber of Commerce — General Contractors,yes
The Electric Company LLC,(907) 357-9288,PO Box 874215,Wasilla,AK,99687,,,"Electrician, Electrical Contractors, Solar Energy Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/electrician/the-electric-company-llc-1296-22728404/addressId/765097,BBB,yes
The Superior Group Inc,,3536 Industrial Ave,Fairbanks,AK,99701,,,Electrical Contractor,,Electrical,,,,,,,Alaska NECA,yes
Top of the World Mechanical LLC,(907) 746-3707,1071 N Tina Ln,Palmer,AK,99645,,,"Mechanical Contractors, Heating and Air Conditioning, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/palmer/profile/mechanical-contractors/top-of-the-world-mechanical-llc-1296-22216027,BBB,yes
Trans-Alaska Mechanical,(907) 745-2860,3279 N Wyoming Dr,Wasilla,AK,99623,,,"Air Conditioning Contractors, Plumber, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/air-conditioning-contractor/trans-alaska-mechanical-1296-22067137,BBB,yes
Trans-Alaska Mechanical,(907) 357-4822,3279 N Wyoming Dr,Wasilla,AK,99623,,,"Air Conditioning Contractors, Plumber, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/air-conditioning-contractor/trans-alaska-mechanical-1296-22067137/addressId/63950,BBB,yes
Transformco,(847) 286-2500,5900 Old Seward Hwy (ANCHORAGE),Anchorage,AK,99518,,,"Department Stores, Heating and Air Conditioning, Residential Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/ak/anchorage/profile/department-stores/transformco-0654-90031173/addressId/301451,BBB,yes
Utility Technologies Inc,,412 S Adele Cir,Wasilla,AK,99654,,,Electrical Contractor,"Lic#295606 OC, IC",Electrical,,,,,,,Alaska NECA,yes
Valley Electric LLC,,4406 Cloverdale St,Juneau,AK,99801,,,Electrical Contractor,,Electrical,,,,,,,Alaska NECA,yes
"Valley Mechanical Contracting, Inc.",(907) 376-6400,6673 E Tex Al Dr,Wasilla,AK,99654,,,"Plumbing and Heating, Air Conditioning Contractors, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/plumbing-and-heating/valley-mechanical-contracting-inc-1296-22067244,BBB,yes
Valley Mtn. Services LLC,(907) 631-5216,2521 E Mountain Village Dr Ste B-317,Wasilla,AK,99654,,,"Heating and Air Conditioning, Air Conditioning Contractors, Air Conditioning Repair",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/heating-and-air-conditioning/valley-mtn-services-llc-1296-22726327,BBB,yes
VanGo Enterprises LLC,,5830 E Bideford Blvd,Palmer,AK,99645,,,Electrical Contractor,Lic#145576 UCW,Electrical,,,,,,,Alaska NECA,yes
Visionary Homes LLC,(907) 830-9009,13118 Old Glenn Hwy Unit 8,Eagle River,AK,99577,,,"General Contractor, Construction Services, Bathroom Remodel",,,,,A+,,,https://www.bbb.org/us/ak/eagle-river/profile/general-contractor/visionary-homes-llc-1296-1000087784,BBB,yes
Volunteer Opportunities,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/volunteer-opportunities/,Anchorage Chamber of Commerce — General Contractors,yes
Wasilla Heating & Technical Services,(907) 354-5770,960 E Susitna Dr,Wasilla,AK,99654,,,"Heating and Air Conditioning, Air Conditioning Contractors, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/heating-and-air-conditioning/wasilla-heating-technical-services-1296-22729279,BBB,yes
Western Mechanical,907-452-1831,"2225 Vanhorn Road Fairbanks, AK  99701",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Wheeler Mechanical Plumbing &HeatingInc,(907) 696-7326,19535 1st St,Eagle River,AK,99577,,,"Plumber, Heating Contractors",,,,,,,,https://www.bbb.org/us/ak/eagle-river/profile/plumber/wheeler-mechanical-plumbing-heating-inc-1296-22061409,BBB,yes
Wil Attwood,(907) 376-7142,PO Box 520460,Big Lake,AK,99652,,,"Heating Contractors, Construction Services, Furnace Repair",,,,,A+,,,https://www.bbb.org/us/ak/big-lake/profile/heating-contractors/wil-attwood-1296-22729763/addressId/242383,BBB,yes
Wolfe Refrigeration Inc,(888) 711-9653,4900 E Palmer Wasilla Hwy,Wasilla,AK,99654,,,"Commercial Refrigeration, Heating and Air Conditioning, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/commercial-refrigeration/wolfe-refrigeration-inc-1296-10520,BBB,yes
Wolfe Refrigeration Inc,(907) 357-9538,PO Box 874254,Wasilla,AK,99687,,,"Commercial Refrigeration, Heating and Air Conditioning, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/commercial-refrigeration/wolfe-refrigeration-inc-1296-10520,BBB,yes
Young Professionals Group,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/ypg/,Anchorage Chamber of Commerce — General Contractors,yes
“Make it Monday” forum,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/make-it-monday/,Anchorage Chamber of Commerce — General Contractors,yes
